total_requests,availability,error_rate,latency_p50_ms,latency_p95_ms,latency_p99_ms,fallback_success_rate,cache_hit_rate,circuit_open_count,recovery_time_ms,estimated_cost,estimated_cost_saved,scenario_all_healthy,scenario_primary_timeout_100,scenario_primary_flaky_50,scenario_both_degraded_hard
400,0.7725,0.2275,261.24,314.33,319.48,0.6316,0.0,20,2242.701768875122,0.15011,0.0,pass,pass,pass,pass
