total_requests,availability,error_rate,latency_p50_ms,latency_p95_ms,latency_p99_ms,fallback_success_rate,cache_hit_rate,circuit_open_count,recovery_time_ms,estimated_cost,estimated_cost_saved,scenario_all_healthy,scenario_primary_timeout_100,scenario_primary_flaky_55,scenario_both_degraded_hard
400,0.975,0.025,250.57,314.49,318.59,0.8507,0.69,18,2000.0,0.054782,0.276,pass,pass,pass,pass
