total_requests,availability,error_rate,latency_p50_ms,latency_p95_ms,latency_p99_ms,fallback_success_rate,cache_hit_rate,circuit_open_count,recovery_time_ms,estimated_cost,estimated_cost_saved,scenario_all_healthy,scenario_primary_timeout_100,scenario_primary_flaky_55,scenario_both_degraded_hard
400,0.9275,0.0725,266.58,315.35,319.92,0.7434,0.5725,26,2000.0,0.065018,0.229,pass,pass,pass,pass
